frame.time_relative,tcp.analysis.ack_rtt
"0.706540000","0.083823000"
"0.709117000","0.086378000"
"0.709655000","0.085536000"
"0.712152000","0.088030000"
"0.714553000","0.088632000"
"0.716970000","0.089425000"
"0.719542000","0.090439000"
"0.721917000","0.092807000"
"0.724168000","0.093455000"
"0.726644000","0.094500000"
"0.729172000","0.095259000"
"0.731521000","0.097603000"
"0.733947000","0.098514000"
"0.736505000","0.101043000"
"0.737119000","0.100017000"
"0.739658000","0.100896000"
"0.741991000","0.101699000"
"0.744629000","0.104329000"
"0.746921000","0.104949000"
"0.749160000","0.105541000"
"0.751737000","0.106390000"
"0.754143000","0.108784000"
"0.756634000","0.109727000"
"0.759050000","0.110542000"
"0.761655000","0.111680000"
"0.763825000","0.113844000"
"0.764811000","0.113193000"
"0.767034000","0.115411000"
"0.769794000","0.116498000"
"0.771096000","0.116060000"
"0.772690000","0.116186000"
"0.774295000","0.116234000"
"0.775951000","0.116104000"
"0.777627000","0.116205000"
"0.779162000","0.116070000"
"0.780741000","0.116116000"
"0.782434000","0.116393000"
"0.783948000","0.116215000"
"0.785649000","0.116208000"
"0.787330000","0.116247000"
"0.788948000","0.116301000"
"0.790493000","0.116396000"
"0.792004000","0.116193000"
"0.793662000","0.116074000"
"0.795283000","0.116103000"
"0.796964000","0.117773000"
"0.798617000","0.117088000"
"0.800131000","0.116121000"
"0.801893000","0.117877000"
"0.803706000","0.117287000"
"0.805008000","0.118586000"
"0.806619000","0.117800000"
"0.808099000","0.117007000"
"0.809819000","0.117851000"
"0.811711000","0.117087000"
"0.813013000","0.118375000"
"0.814651000","0.117624000"
"0.816220000","0.117020000"
"0.817870000","0.118665000"
"0.819956000","0.118274000"
"0.821117000","0.119431000"
"0.822829000","0.118660000"
"0.824357000","0.117745000"
"0.825967000","0.119345000"
"0.827733000","0.118443000"
"0.828406000","0.118692000"
"0.830024000","0.117727000"
"0.831671000","0.119367000"
"0.833158000","0.118499000"
"0.834926000","0.117716000"
"0.836814000","0.119599000"
"0.838114000","0.118501000"
"0.839713000","0.120095000"
"0.841295000","0.119251000"
"0.842937000","0.118694000"
"0.844759000","0.120512000"
"0.846149000","0.119336000"
"0.847800000","0.118452000"
"0.849384000","0.120021000"
"0.851036000","0.119437000"
"0.852787000","0.121183000"
"0.854229000","0.120250000"
"0.855876000","0.119306000"
"0.857457000","0.120312000"
"0.858977000","0.119225000"
"0.860745000","0.120989000"
"0.862343000","0.120305000"
"0.864024000","0.121983000"
"0.864819000","0.119826000"
"0.866425000","0.119437000"
"0.867981000","0.120984000"
"0.869924000","0.120649000"
"0.871176000","0.121896000"
"0.872814000","0.120970000"
"0.874468000","0.120286000"
"0.875990000","0.121805000"
"0.877847000","0.121144000"
"0.879258000","0.120162000"
"0.880953000","0.121854000"
"0.882573000","0.120758000"
"0.884071000","0.120144000"
"0.885753000","0.120878000"
"0.887422000","0.122533000"
"0.889026000","0.121944000"
"0.890614000","0.120743000"
"0.892071000","0.120939000"
"0.893825000","0.121084000"
"0.895503000","0.121148000"
"0.897032000","0.121048000"
"0.898687000","0.120968000"
"0.900152000","0.122426000"
"0.900991000","0.121729000"
"0.902966000","0.122161000"
"0.904459000","0.121949000"
"0.905966000","0.121982000"
"0.907569000","0.121882000"
"0.909052000","0.121650000"
"0.910842000","0.121835000"
"0.912398000","0.121849000"
"0.914043000","0.122001000"
"0.915574000","0.121860000"
"0.917139000","0.121722000"
"0.918887000","0.121840000"
"0.920559000","0.123507000"
"0.922067000","0.123360000"
"0.923659000","0.123424000"
"0.925234000","0.123236000"
"0.926908000","0.123102000"
"0.928569000","0.123522000"
"0.930085000","0.123394000"
"0.931869000","0.123706000"
"0.933438000","0.123497000"
"0.934933000","0.123060000"
"0.937497000","0.124294000"
"0.939116000","0.124424000"
"0.940650000","0.124405000"
"0.942243000","0.124333000"
"0.943909000","0.123906000"
"0.945565000","0.124395000"
"0.947130000","0.124225000"
"0.948768000","0.124384000"
"0.950268000","0.124263000"
"0.953119000","0.124633000"
"0.954440000","0.124330000"
"0.956021000","0.124290000"
"0.957817000","0.124598000"
"0.959143000","0.124188000"
"0.960986000","0.124079000"
"0.962605000","0.124445000"
"0.964031000","0.124278000"
"0.965685000","0.124337000"
"0.967274000","0.124305000"
"0.969024000","0.123974000"
"0.970672000","0.124428000"
"0.972186000","0.125935000"
"0.973890000","0.126009000"
"0.975370000","0.125946000"
"0.976992000","0.125921000"
"0.978654000","0.125812000"
"0.980173000","0.125910000"
"0.981919000","0.125987000"
"0.983430000","0.125937000"
"0.985055000","0.126029000"
"0.986818000","0.125996000"
"0.988280000","0.125773000"
"0.989906000","0.125803000"
"0.991473000","0.126625000"
"0.993044000","0.126575000"
"0.994917000","0.126901000"
"0.996404000","0.126439000"
"0.998010000","0.126782000"
"0.999606000","0.126728000"
"1.001155000","0.126656000"
"1.002873000","0.126849000"
"1.004578000","0.126323000"
"1.006130000","0.126711000"
"1.007693000","0.126655000"
"1.010119000","0.127522000"
"1.011782000","0.127688000"
"1.013359000","0.127555000"
"1.014928000","0.127436000"
"1.016581000","0.127515000"
"1.018040000","0.127400000"
"1.020104000","0.128006000"
"1.021476000","0.127526000"
"1.023021000","0.127399000"
"1.024641000","0.127546000"
"1.026201000","0.127475000"
"1.028143000","0.127963000"
"1.029499000","0.128478000"
"1.031029000","0.128024000"
"1.032694000","0.128214000"
"1.034267000","0.128266000"
"1.036013000","0.128394000"
"1.037665000","0.128566000"
"1.039110000","0.128031000"
"1.040776000","0.128194000"
"1.042371000","0.128100000"
"1.044017000","0.128352000"
"1.046500000","0.129270000"
"1.048039000","0.129013000"
"1.049648000","0.129046000"
"1.051163000","0.129027000"
"1.053335000","0.129614000"
"1.054616000","0.129299000"
"1.056046000","0.129087000"
"1.057763000","0.129080000"
"1.059350000","0.129185000"
"1.061146000","0.129196000"
"1.062683000","0.129173000"
"1.064151000","0.129101000"
"1.065771000","0.128226000"
"1.067425000","0.129876000"
"1.069092000","0.129912000"
"1.070722000","0.130034000"
"1.072265000","0.129990000"
"1.073890000","0.129871000"
"1.075445000","0.129774000"
"1.077015000","0.129704000"
"1.078807000","0.129977000"
"1.080369000","0.130048000"
"1.082752000","0.129588000"
"1.084369000","0.129891000"
"1.086415000","0.130358000"
"1.087725000","0.129879000"
"1.089249000","0.130074000"
"1.090851000","0.131673000"
"1.092597000","0.131371000"
"1.094105000","0.131376000"
"1.096037000","0.131926000"
"1.097461000","0.131705000"
"1.098940000","0.131594000"
"1.100571000","0.131483000"
"1.102118000","0.131399000"
"1.103891000","0.131631000"
"1.105400000","0.131473000"
"1.106958000","0.131493000"
"1.108586000","0.131516000"
"1.110236000","0.131483000"
"1.111906000","0.131599000"
"1.113558000","0.131571000"
"1.115122000","0.131652000"
"1.116656000","0.131451000"
"1.119217000","0.132353000"
"1.121252000","0.132929000"
"1.122743000","0.132805000"
"1.123958000","0.132436000"
"1.125602000","0.132526000"
"1.127318000","0.132248000"
"1.128967000","0.132470000"
"1.130466000","0.132395000"
"1.132170000","0.132533000"
"1.133693000","0.132506000"
"1.135261000","0.132351000"
"1.136943000","0.132316000"
"1.138529000","0.132331000"
"1.140026000","0.132291000"
"1.141680000","0.133941000"
"1.143288000","0.133132000"
"1.145113000","0.133216000"
"1.146556000","0.133133000"
"1.148074000","0.133116000"
"1.149783000","0.133180000"
"1.151405000","0.133343000"
"1.153147000","0.133000000"
"1.155445000","0.133916000"
"1.157009000","0.133959000"
"1.158708000","0.134032000"
"1.160232000","0.133955000"
"1.161984000","0.133640000"
"1.163621000","0.134035000"
"1.165052000","0.133980000"
"1.166711000","0.133961000"
"1.168325000","0.134018000"
"1.170124000","0.134075000"
"1.171667000","0.133963000"
"1.173159000","0.134013000"
"1.174809000","0.135660000"
"1.176452000","0.135648000"
"1.178290000","0.135890000"
"1.179679000","0.135519000"
"1.181322000","0.134740000"
"1.182884000","0.134793000"
"1.184501000","0.134825000"
"1.186234000","0.135035000"
"1.187772000","0.134404000"
"1.189347000","0.134701000"
"1.190957000","0.136308000"
"1.191764000","0.135677000"
"1.193465000","0.135665000"
"1.195216000","0.135826000"
"1.196734000","0.135252000"
"1.198160000","0.135368000"
"1.199927000","0.135677000"
"1.201525000","0.135714000"
"1.203698000","0.136235000"
"1.204767000","0.135636000"
"1.206291000","0.135540000"
"1.207968000","0.135665000"
"1.209558000","0.137247000"
"1.211323000","0.137354000"
"1.212818000","0.137298000"
"1.214427000","0.137351000"
"1.216038000","0.137083000"
"1.217628000","0.137196000"
"1.219288000","0.136499000"
"1.220893000","0.136455000"
"1.222596000","0.135993000"
"1.224129000","0.136303000"
"1.225695000","0.137860000"
"1.228376000","0.137466000"
"1.229852000","0.137188000"
"1.231344000","0.137095000"
"1.232931000","0.136487000"
"1.234675000","0.136911000"
"1.236461000","0.137477000"
"1.237815000","0.137213000"
"1.239446000","0.137292000"
"1.241021000","0.137067000"
"1.242658000","0.138699000"
"1.244337000","0.138892000"
"1.245989000","0.138994000"
"1.247438000","0.138825000"
"1.249011000","0.138685000"
"1.250686000","0.138663000"
"1.252327000","0.138630000"
"1.253994000","0.138824000"
"1.255640000","0.138947000"
"1.257087000","0.137805000"
"1.258775000","0.137494000"
"1.260452000","0.139168000"
"1.262112000","0.139329000"
"1.264524000","0.138899000"
"1.265992000","0.138441000"
"1.267635000","0.138462000"
"1.269455000","0.138960000"
"1.270998000","0.138802000"
"1.272573000","0.138859000"
"1.274028000","0.138745000"
"1.275693000","0.138713000"
"1.277403000","0.140420000"
"1.279043000","0.140464000"
"1.280590000","0.140527000"
"1.282102000","0.140361000"
"1.283793000","0.140463000"
"1.285442000","0.140235000"
"1.287122000","0.140458000"
"1.288710000","0.140600000"
"1.290231000","0.140423000"
"1.291895000","0.140456000"
"1.293488000","0.140309000"
"1.295203000","0.139731000"
"1.296769000","0.141294000"
"1.298358000","0.141313000"
"1.300808000","0.140534000"
"1.302417000","0.140281000"
"1.304138000","0.140419000"
"1.305714000","0.140602000"
"1.307175000","0.140432000"
"1.308909000","0.140537000"
"1.310606000","0.142231000"
"1.312121000","0.141962000"
"1.313735000","0.142020000"
"1.315314000","0.142114000"
"1.316904000","0.142060000"
"1.318534000","0.142050000"
"1.320283000","0.141666000"
"1.321823000","0.142023000"
"1.323362000","0.141990000"
"1.324980000","0.142048000"
"1.326679000","0.142143000"
"1.328386000","0.142079000"
"1.329854000","0.142050000"
"1.331446000","0.142065000"
"1.332989000","0.142008000"
"1.334645000","0.142860000"
"1.337211000","0.141926000"
"1.338766000","0.141971000"
"1.340349000","0.142161000"
"1.341944000","0.141961000"
"1.343668000","0.142086000"
"1.345194000","0.143607000"
"1.346851000","0.143120000"
"1.348449000","0.143658000"
"1.349990000","0.143648000"
"1.351687000","0.143681000"
"1.353685000","0.144098000"
"1.354954000","0.143408000"
"1.356509000","0.143513000"
"1.358003000","0.143469000"
"1.359715000","0.143634000"
"1.361487000","0.143773000"
"1.362963000","0.143633000"
"1.364561000","0.143611000"
"1.366131000","0.143473000"
"1.367748000","0.143575000"
"1.369555000","0.143829000"
"1.371076000","0.142560000"
"1.373522000","0.143562000"
"1.375028000","0.143627000"
"1.376785000","0.143818000"
"1.378438000","0.145468000"
"1.380005000","0.145297000"
"1.381571000","0.145065000"
"1.383024000","0.145165000"
"1.384776000","0.145248000"
"1.386550000","0.145443000"
"1.388123000","0.145430000"
"1.389670000","0.145128000"
"1.391151000","0.145018000"
"1.392944000","0.145432000"
"1.394476000","0.145431000"
"1.396139000","0.145422000"
"1.397702000","0.145340000"
"1.399203000","0.145149000"
"1.400899000","0.145215000"
"1.402609000","0.145488000"
"1.404135000","0.145297000"
"1.405662000","0.145124000"
"1.407355000","0.145090000"
"1.409878000","0.145277000"
"1.411737000","0.145704000"
"1.413084000","0.147048000"
"1.414696000","0.147006000"
"1.416137000","0.146636000"
"1.417827000","0.146790000"
"1.419676000","0.147073000"
"1.421149000","0.147098000"
"1.422797000","0.147056000"
"1.424293000","0.146777000"
"1.425942000","0.146771000"
"1.427581000","0.146940000"
"1.429214000","0.147085000"
"1.430785000","0.146949000"
"1.432413000","0.146916000"
"1.434040000","0.146842000"
"1.435665000","0.146912000"
"1.437305000","0.147029000"
"1.438925000","0.146996000"
"1.440467000","0.146933000"
"1.442018000","0.146699000"
"1.443681000","0.146835000"
"1.445381000","0.148531000"
"1.446048000","0.147634000"
"1.447723000","0.146869000"
"1.449356000","0.148495000"
"1.450928000","0.148469000"
"1.452687000","0.148514000"
"1.454244000","0.148444000"
"1.455779000","0.148544000"
"1.457402000","0.148463000"
"1.458979000","0.148276000"
"1.460680000","0.148435000"
"1.462278000","0.148460000"
"1.463868000","0.148518000"
"1.465527000","0.148590000"
"1.467029000","0.148452000"
"1.468711000","0.148368000"
"1.470400000","0.148524000"
"1.472075000","0.148650000"
"1.473590000","0.148586000"
"1.475087000","0.148299000"
"1.476773000","0.148219000"
"1.478534000","0.148562000"
"1.480070000","0.150086000"
"1.482546000","0.149527000"
"1.484035000","0.149336000"
"1.485788000","0.148517000"
"1.487400000","0.150124000"
"1.488935000","0.150118000"
"1.490559000","0.150151000"
"1.492064000","0.150088000"
"1.493835000","0.150072000"
"1.495476000","0.150185000"
"1.496950000","0.149999000"
"1.498625000","0.150153000"
"1.500117000","0.150080000"
"1.501859000","0.150124000"
"1.503640000","0.149917000"
"1.505071000","0.150088000"
"1.506682000","0.150128000"
"1.508276000","0.150235000"
"1.509936000","0.150187000"
"1.511632000","0.149959000"
"1.513070000","0.150030000"
"1.514783000","0.151740000"
"1.516378000","0.151760000"
"1.518883000","0.151099000"
"1.520594000","0.150999000"
"1.522025000","0.150918000"
"1.523676000","0.150081000"
"1.525136000","0.151537000"
"1.526843000","0.151775000"
"1.528576000","0.151751000"
"1.530106000","0.151553000"
"1.531751000","0.151674000"
"1.533288000","0.151640000"
"1.534950000","0.151890000"
"1.536789000","0.151969000"
"1.538195000","0.151601000"
"1.539832000","0.151665000"
"1.541416000","0.151671000"
"1.543022000","0.151815000"
"1.544783000","0.151805000"
"1.546181000","0.151568000"
"1.547877000","0.153256000"
"1.549459000","0.153178000"
"1.550999000","0.153235000"
"1.553101000","0.153850000"
"1.555089000","0.152428000"
"1.556833000","0.152649000"
"1.558366000","0.152660000"
"1.559941000","0.152550000"
"1.561774000","0.151857000"
"1.563155000","0.153236000"
"1.564962000","0.153035000"
"1.566430000","0.153247000"
"1.568054000","0.153324000"
"1.570223000","0.154053000"
"1.571287000","0.153436000"
"1.572931000","0.153213000"
"1.574528000","0.153357000"
"1.576112000","0.153284000"
"1.577792000","0.153478000"
"1.579480000","0.153508000"
"1.580995000","0.153316000"
"1.582587000","0.154901000"
"1.584118000","0.154800000"
"1.585825000","0.154997000"
"1.587550000","0.155057000"
"1.589026000","0.154943000"
"1.591478000","0.154148000"
"1.593013000","0.154023000"
"1.594767000","0.154262000"
"1.596311000","0.154256000"
"1.597934000","0.154214000"
"1.599538000","0.155814000"
"1.602001000","0.155891000"
"1.603706000","0.155907000"
"1.605140000","0.155726000"
"1.606864000","0.155904000"
"1.608471000","0.155708000"
"1.610009000","0.155677000"
"1.611646000","0.155802000"
"1.613323000","0.155885000"
"1.614945000","0.155944000"
"1.616545000","0.155777000"
"1.618004000","0.155600000"
"1.619960000","0.156029000"
"1.621464000","0.155878000"
"1.622936000","0.155822000"
"1.624599000","0.155838000"
"1.626070000","0.155627000"
"1.628182000","0.156062000"
"1.629501000","0.155875000"
"1.631018000","0.155875000"
"1.632744000","0.157589000"
"1.634138000","0.157250000"
"1.636109000","0.157449000"
"1.637647000","0.157502000"
"1.639088000","0.156503000"
"1.640698000","0.156627000"
"1.642369000","0.156537000"
"1.644077000","0.156583000"
"1.645602000","0.156587000"
"1.647167000","0.156515000"
"1.648745000","0.156576000"
"1.650356000","0.158184000"
"1.651989000","0.157949000"
"1.653639000","0.158027000"
"1.655223000","0.158233000"
"1.656922000","0.158266000"
"1.658419000","0.158259000"
"1.660033000","0.158129000"
"1.661840000","0.158157000"
"1.664104000","0.157354000"
"1.665770000","0.157417000"
"1.667369000","0.159012000"
"1.669234000","0.159237000"
"1.670750000","0.158972000"
"1.672185000","0.159031000"
"1.673876000","0.159064000"
"1.675448000","0.159040000"
"1.677106000","0.158165000"
"1.678737000","0.158083000"
"1.680260000","0.158187000"
"1.681960000","0.158245000"
"1.683516000","0.159799000"
"1.685092000","0.159916000"
"1.686939000","0.160033000"
"1.688465000","0.159750000"
"1.689995000","0.159809000"
"1.691573000","0.159789000"
"1.693126000","0.159805000"
"1.694851000","0.159868000"
"1.696478000","0.159651000"
"1.698014000","0.159777000"
"1.700529000","0.160630000"
"1.702099000","0.160650000"
"1.703831000","0.160775000"
"1.705272000","0.160165000"
"1.706941000","0.160657000"
"1.708590000","0.160620000"
"1.710082000","0.160578000"
"1.711908000","0.160875000"
"1.713424000","0.160287000"
"1.715059000","0.159934000"
"1.716635000","0.159756000"
"1.718156000","0.161275000"
"1.719914000","0.161518000"
"1.721552000","0.161571000"
"1.723069000","0.161190000"
"1.724680000","0.161452000"
"1.726309000","0.161301000"
"1.728170000","0.161709000"
"1.729603000","0.161502000"
"1.731177000","0.160889000"
"1.732754000","0.161425000"
"1.734401000","0.161427000"
"1.736409000","0.163431000"
"1.736906000","0.162347000"
"1.738555000","0.162362000"
"1.740046000","0.162020000"
"1.741698000","0.162128000"
"1.743209000","0.162178000"
"1.745060000","0.162438000"
"1.746595000","0.162435000"
"1.748043000","0.162171000"
"1.749738000","0.162152000"
"1.751358000","0.162298000"
"1.753255000","0.161733000"
"1.754713000","0.163189000"
"1.756141000","0.163100000"
"1.757817000","0.162884000"
"1.759442000","0.163027000"
"1.761143000","0.163158000"
"1.762704000","0.163112000"
"1.764208000","0.162163000"
"1.765917000","0.162151000"
"1.767503000","0.162328000"
"1.769125000","0.163946000"
"1.770794000","0.163868000"
"1.773086000","0.163049000"
"1.774862000","0.163073000"
"1.776383000","0.162986000"
"1.778314000","0.163334000"
"1.779743000","0.163161000"
"1.781155000","0.163125000"
"1.782934000","0.162932000"
"1.784502000","0.162961000"
"1.786275000","0.164730000"
"1.787818000","0.164831000"
"1.789344000","0.164678000"
"1.790914000","0.164812000"
"1.792549000","0.164230000"
"1.794193000","0.164560000"
"1.795808000","0.164758000"
"1.797395000","0.164624000"
"1.798958000","0.164787000"
"1.800560000","0.164400000"
"1.802218000","0.164546000"
"1.803846000","0.164720000"
"1.805478000","0.164744000"
"1.807029000","0.164633000"
"1.809531000","0.164911000"
"1.811188000","0.165489000"
"1.812800000","0.165546000"
"1.814458000","0.165651000"
"1.815984000","0.165487000"
"1.817697000","0.165645000"
"1.819283000","0.165573000"
"1.820921000","0.165659000"
"1.822476000","0.165423000"
"1.824005000","0.165466000"
"1.825693000","0.165593000"
"1.827330000","0.165363000"
"1.828891000","0.164682000"
"1.830563000","0.166347000"
"1.832017000","0.166185000"
"1.833732000","0.166304000"
"1.835321000","0.166032000"
"1.836951000","0.166169000"
"1.838641000","0.166411000"
"1.840088000","0.166169000"
"1.841782000","0.166293000"
"1.843370000","0.166193000"
"1.845898000","0.167037000"
"1.847410000","0.167102000"
"1.849003000","0.166986000"
"1.850666000","0.167118000"
"1.852475000","0.167357000"
"1.853939000","0.166830000"
"1.855662000","0.167130000"
"1.857054000","0.166959000"
"1.858747000","0.167141000"
"1.860308000","0.167121000"
"1.862109000","0.167055000"
"1.863619000","0.166998000"
"1.865126000","0.167026000"
"1.866891000","0.166300000"
"1.868477000","0.167883000"
"1.870166000","0.167979000"
"1.871746000","0.167832000"
"1.873243000","0.167937000"
"1.874886000","0.167922000"
"1.876527000","0.167858000"
"1.878460000","0.168337000"
"1.879844000","0.167832000"
"1.882057000","0.168535000"
"1.883795000","0.168702000"
"1.885442000","0.168779000"
"1.887134000","0.168947000"
"1.888733000","0.168776000"
"1.890166000","0.168590000"
"1.891883000","0.168770000"
"1.893492000","0.168782000"
"1.895136000","0.168776000"
"1.896744000","0.168341000"
"1.898350000","0.168655000"
"1.899915000","0.168664000"
"1.901526000","0.168733000"
"1.903597000","0.169158000"
"1.904870000","0.170428000"
"1.907137000","0.170197000"
"1.908871000","0.170272000"
"1.910472000","0.170376000"
"1.912117000","0.170308000"
"1.913680000","0.170378000"
"1.915325000","0.170167000"
"1.916931000","0.170248000"
"1.918442000","0.170358000"
"1.920270000","0.170495000"
"1.921800000","0.170372000"
"1.923422000","0.170085000"
"1.924997000","0.170256000"
"1.926594000","0.170405000"
"1.928458000","0.170615000"
"1.929834000","0.170368000"
"1.931467000","0.170131000"
"1.933020000","0.170182000"
"1.934669000","0.170401000"
"1.936420000","0.170470000"
"1.937919000","0.171964000"
"1.939501000","0.171968000"
"1.941046000","0.171891000"
"1.942697000","0.171833000"
"1.944636000","0.171498000"
"1.945942000","0.171057000"
"1.947563000","0.171144000"
"1.949083000","0.170555000"
"1.950776000","0.170951000"
"1.952434000","0.171238000"
"1.954894000","0.171918000"
"1.956585000","0.172053000"
"1.958021000","0.171686000"
"1.959706000","0.171856000"
"1.961506000","0.172117000"
"1.963027000","0.172078000"
"1.964590000","0.171989000"
"1.966041000","0.171641000"
"1.967718000","0.171770000"
"1.969834000","0.172402000"
"1.971028000","0.172008000"
"1.972591000","0.173569000"
"1.974162000","0.173568000"
"1.975785000","0.173496000"
"1.977462000","0.173579000"
"1.979063000","0.173548000"
"1.980665000","0.173614000"
"1.982259000","0.172634000"
"1.983920000","0.172507000"
"1.985580000","0.172645000"
"1.987125000","0.172609000"
"1.988831000","0.174313000"
"1.991108000","0.173378000"
"1.992870000","0.173554000"
"1.994747000","0.173797000"
"1.996104000","0.173576000"
"1.997700000","0.173655000"
"1.999166000","0.173438000"
"2.000918000","0.173377000"
"2.002534000","0.173554000"
"2.004185000","0.173521000"
"2.005681000","0.175012000"
"2.007325000","0.175260000"
"2.008955000","0.175179000"
"2.010949000","0.175592000"
"2.012211000","0.175226000"
"2.013820000","0.175107000"
"2.015397000","0.175266000"
"2.016964000","0.175110000"
"2.018668000","0.175253000"
"2.020484000","0.174476000"
"2.022036000","0.174541000"
"2.023487000","0.175988000"
"2.024973000","0.175887000"
"2.026664000","0.175915000"
"2.027581000","0.175037000"
"2.029178000","0.175189000"
"2.030766000","0.175019000"
"2.032419000","0.175336000"
"2.033967000","0.175177000"
"2.036043000","0.175678000"
"2.037339000","0.175106000"
"2.038840000","0.175118000"
"2.040437000","0.176709000"
"2.041950000","0.176803000"
"2.043722000","0.176771000"
"2.045302000","0.176779000"
"2.046869000","0.176652000"
"2.048472000","0.176684000"
"2.050046000","0.176720000"
"2.051720000","0.176768000"
"2.053433000","0.176831000"
"2.055036000","0.176374000"
"2.056563000","0.176592000"
"2.058080000","0.175996000"
"2.059768000","0.177683000"
"2.061600000","0.177735000"
"2.063903000","0.176742000"
"2.065501000","0.176701000"
"2.066985000","0.176758000"
"2.068681000","0.176755000"
"2.070367000","0.176820000"
"2.071938000","0.176680000"
"2.073584000","0.178305000"
"2.075073000","0.178244000"
"2.076732000","0.178339000"
"2.078540000","0.178553000"
"2.080043000","0.178467000"
"2.081676000","0.178019000"
"2.083132000","0.178221000"
"2.084817000","0.177549000"
"2.086877000","0.177924000"
"2.088122000","0.177534000"
"2.089800000","0.177544000"
"2.091327000","0.179061000"
"2.093109000","0.179340000"
"2.094879000","0.179474000"
"2.096100000","0.179131000"
"2.097785000","0.179251000"
"2.100086000","0.178204000"
"2.101830000","0.178322000"
"2.103643000","0.178555000"
"2.105089000","0.178380000"
"2.106761000","0.178098000"
"2.108152000","0.179478000"
"2.109918000","0.179922000"
"2.111641000","0.180108000"
"2.113117000","0.180062000"
"2.114906000","0.180192000"
"2.116345000","0.179857000"
"2.118182000","0.180228000"
"2.120107000","0.180553000"
"2.121178000","0.180110000"
"2.122873000","0.180134000"
"2.124439000","0.179658000"
"2.126026000","0.179962000"
"2.127686000","0.180034000"
"2.129252000","0.180134000"
"2.130844000","0.180016000"
"2.132454000","0.179966000"
"2.133998000","0.179016000"
"2.136737000","0.180082000"
"2.138331000","0.180266000"
"2.139843000","0.180093000"
"2.141407000","0.181653000"
"2.143019000","0.181409000"
"2.144675000","0.181569000"
"2.146179000","0.181536000"
"2.147865000","0.181762000"
"2.149454000","0.181664000"
"2.151015000","0.181103000"
"2.152779000","0.181724000"
"2.154309000","0.181656000"
"2.155964000","0.181746000"
"2.157513000","0.181669000"
"2.159027000","0.181204000"
"2.160854000","0.181636000"
"2.162471000","0.181726000"
"2.164002000","0.181709000"
"2.165599000","0.181653000"
"2.167122000","0.181512000"
"2.168845000","0.181686000"
"2.170539000","0.181664000"
"2.172909000","0.181776000"
"2.174496000","0.181580000"
"2.175980000","0.183059000"
"2.177912000","0.182701000"
