frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.283558000","0","0.051208000"
"0.283633000","1","0.000075000"
"0.335152000","1","0.051424000"
"0.335211000","38","0.000058000"
"0.430073000","2","0.094702000"
"0.481270000","2","0.051149000"
"0.523761000","141","0.042398000"
"0.532682000","0","0.051153000"
"0.532758000","1","0.000076000"
"0.583531000","1","0.050646000"
"0.584258000","141","0.000032000"
"0.634919000","141","0.000018000"
"0.686031000","1","0.051061000"
"0.686031000","1","0.051052000"
"0.686031000","1","0.050946000"
"0.686031000","1","0.050937000"
"0.686031000","1","0.050801000"
"0.737448000","1","0.051354000"
"0.737448000","1","0.051328000"
"0.737448000","1","0.051166000"
"0.737448000","1","0.051124000"
"0.737448000","1","0.051066000"
"0.737448000","1","0.051050000"
"0.737449000","1","0.051024000"
"0.737449000","1","0.051007000"
"0.737600000","1","0.051131000"
"0.737600000","1","0.051118000"
"0.788975000","1","0.051459000"
"0.788975000","1","0.051106000"
"0.788975000","1","0.050909000"
"0.788975000","1","0.050875000"
"0.788976000","1","0.050780000"
"0.788976000","1","0.050769000"
"0.788976000","1","0.050659000"
"0.788976000","1","0.050650000"
"0.789134000","1","0.050786000"
"0.789134000","1","0.050778000"
"0.789134000","1","0.050732000"
"0.789134000","1","0.050721000"
"0.789134000","1","0.050696000"
"0.840217000","1","0.051171000"
"0.840217000","1","0.051139000"
"0.840217000","1","0.050998000"
"0.840218000","1","0.050963000"
"0.840218000","1","0.050828000"
"0.840218000","1","0.050828000"
"0.840218000","1","0.050811000"
"0.840218000","1","0.050798000"
"0.840388000","1","0.050938000"
"0.840388000","1","0.050925000"
"0.840388000","1","0.050902000"
"0.840388000","1","0.050902000"
"0.840389000","1","0.050890000"
"0.840389000","1","0.050868000"
"0.840389000","1","0.050855000"
"0.840389000","1","0.050829000"
"0.840446000","1","0.050873000"
"0.840446000","1","0.050841000"
"0.840446000","1","0.050841000"
"0.840447000","1","0.050829000"
"0.840447000","1","0.050808000"
"0.840447000","1","0.050795000"
"0.840447000","1","0.050775000"
"0.840452000","1","0.050767000"
"0.840629000","1","0.050924000"
"0.840629000","1","0.050910000"
"0.840629000","1","0.050891000"
"0.840629000","1","0.050891000"
"0.840629000","1","0.050746000"
"0.840852000","1","0.050931000"
"0.840852000","1","0.050917000"
"0.840852000","1","0.050892000"
"0.840853000","1","0.050879000"
"0.840853000","1","0.050860000"
"0.840853000","1","0.050840000"
"0.840853000","1","0.050823000"
