frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.050995000","0","0.050995000"
"0.051079000","1","0.000084000"
"0.102392000","1","0.051169000"
"0.102455000","38","0.000062000"
"0.196834000","2","0.094000000"
"0.247964000","2","0.051081000"
"0.288375000","141","0.040411000"
"0.299906000","0","0.051564000"
"0.299992000","1","0.000086000"
"0.351106000","1","0.050965000"
"0.351551000","141","0.000012000"
"0.402206000","141","0.000033000"
"0.453588000","1","0.051349000"
"0.453589000","1","0.051338000"
"0.453589000","1","0.051309000"
"0.453589000","1","0.051303000"
"0.453589000","1","0.051198000"
"0.505031000","1","0.051376000"
"0.505032000","1","0.051349000"
"0.505032000","1","0.051172000"
"0.505032000","1","0.051172000"
"0.505032000","1","0.051145000"
"0.505032000","1","0.051111000"
"0.505032000","1","0.051102000"
"0.505032000","1","0.051074000"
"0.505185000","1","0.051213000"
"0.505185000","1","0.051147000"
"0.505185000","1","0.051125000"
"0.556525000","1","0.051422000"
"0.556526000","1","0.051395000"
"0.556526000","1","0.051226000"
"0.556526000","1","0.051205000"
"0.556526000","1","0.051156000"
"0.556526000","1","0.051136000"
"0.556526000","1","0.051108000"
"0.556527000","1","0.051099000"
"0.556676000","1","0.051189000"
"0.556676000","1","0.051170000"
"0.556677000","1","0.051111000"
"0.556677000","1","0.051096000"
"0.556677000","1","0.051069000"
"0.556677000","1","0.051050000"
"0.556677000","1","0.050994000"
"0.556677000","1","0.050980000"
"0.556832000","1","0.051135000"
"0.556833000","1","0.051110000"
"0.556833000","1","0.051100000"
"0.556833000","1","0.051079000"
"0.556833000","1","0.051067000"
"0.607867000","1","0.051267000"
"0.607867000","1","0.051236000"
"0.607867000","1","0.051122000"
"0.607867000","1","0.051094000"
"0.607867000","1","0.051044000"
"0.607868000","1","0.051023000"
"0.607868000","1","0.050997000"
"0.607868000","1","0.050976000"
"0.608009000","1","0.051016000"
"0.608010000","1","0.050984000"
"0.608010000","1","0.050925000"
"0.608010000","1","0.050915000"
"0.608010000","1","0.050891000"
"0.608010000","1","0.050876000"
"0.608010000","1","0.050860000"
"0.608010000","1","0.050830000"
"0.608086000","1","0.050870000"
"0.608086000","1","0.050855000"
"0.608087000","1","0.050840000"
"0.608087000","1","0.050747000"
"0.608087000","1","0.050732000"
"0.608087000","1","0.050715000"
"0.608087000","1","0.050696000"
"0.608087000","1","0.050680000"
"0.608146000","1","0.050726000"
"0.608146000","1","0.050709000"
"0.608146000","1","0.050698000"
"0.608146000","1","0.050682000"
"0.608146000","1","0.050682000"
"0.659387000","1","0.051451000"
"0.659388000","1","0.051362000"
"0.659388000","1","0.051348000"
"0.659388000","1","0.051343000"
"0.659388000","1","0.051278000"
"0.659388000","1","0.051268000"
"0.659389000","1","0.051256000"
"0.659389000","1","0.051232000"
"0.659600000","1","0.051432000"
"0.659600000","1","0.051426000"
"0.659601000","1","0.051330000"
"0.659601000","1","0.051279000"
"0.659601000","1","0.051268000"
"0.659601000","1","0.051239000"
"0.659601000","1","0.051206000"
"0.659601000","1","0.051174000"
"0.659783000","1","0.051314000"
"0.659783000","1","0.051297000"
"0.659783000","1","0.051281000"
"0.659783000","1","0.051262000"
"0.659784000","1","0.051246000"
"0.659784000","1","0.051228000"
"0.659784000","1","0.051211000"
"0.659784000","1","0.051192000"
"0.659977000","1","0.051368000"
"0.659977000","1","0.051328000"
"0.711524000","1","0.052044000"
"0.711525000","1","0.052001000"
"0.711525000","1","0.051972000"
"0.711525000","1","0.051906000"
"0.711525000","1","0.051878000"
"0.711525000","1","0.051850000"
"0.711526000","1","0.051828000"
"0.711526000","1","0.051810000"
"0.711844000","1","0.052101000"
"0.711844000","1","0.052082000"
"0.711844000","1","0.052082000"
"0.711844000","1","0.052026000"
"0.711845000","1","0.052012000"
"0.711845000","1","0.051988000"
"0.711845000","1","0.051969000"
"0.711845000","1","0.051944000"
"0.711959000","1","0.052039000"
"0.711959000","1","0.052029000"
"0.711959000","1","0.051970000"
"0.711959000","1","0.051947000"
"0.711959000","1","0.051878000"
"0.711959000","1","0.051836000"
"0.711959000","1","0.051819000"
"0.711960000","1","0.051721000"
"0.712056000","1","0.051727000"
"0.712057000","1","0.051697000"
"0.712294000","1","0.051924000"
"0.712294000","1","0.051810000"
"0.712295000","1","0.051781000"
"0.712295000","1","0.051768000"
"0.712295000","1","0.051755000"
"0.712295000","1","0.051739000"
"0.712295000","1","0.051739000"
"0.712295000","1","0.051720000"
"0.712345000","1","0.051759000"
"0.712345000","1","0.051683000"
"0.712345000","1","0.051611000"
"0.762896000","1","0.051301000"
"0.762899000","1","0.051263000"
"0.762900000","1","0.051237000"
"0.762900000","1","0.051220000"
"0.762900000","1","0.051172000"
"0.762900000","1","0.051127000"
"0.762900000","1","0.051112000"
"0.763288000","1","0.051437000"
"0.763288000","1","0.051413000"
"0.763288000","1","0.051387000"
"0.763288000","1","0.051370000"
"0.763288000","1","0.051362000"
"0.763288000","1","0.051322000"
"0.763932000","1","0.051966000"
"0.763932000","1","0.051943000"
"0.763932000","1","0.051935000"
"0.763932000","1","0.051901000"
"0.763932000","1","0.051871000"
"0.763933000","1","0.051862000"
"0.763933000","1","0.051862000"
"0.763933000","1","0.051846000"
"0.764037000","1","0.051924000"
"0.764037000","1","0.051911000"
"0.764037000","1","0.051890000"
"0.764390000","1","0.052243000"
"0.764390000","1","0.051985000"
"0.764390000","1","0.051960000"
"0.764390000","1","0.051912000"
"0.764390000","1","0.051912000"
"0.764390000","1","0.051903000"
"0.764586000","1","0.052099000"
"0.764587000","1","0.052079000"
"0.764587000","1","0.052066000"
"0.764587000","1","0.051994000"
"0.765178000","1","0.052472000"
"0.765178000","1","0.052472000"
"0.765178000","1","0.052395000"
"0.766490000","1","0.053610000"
"0.766490000","1","0.053610000"
"0.766490000","1","0.053585000"
"0.766490000","1","0.053585000"
"0.766491000","1","0.053586000"
"0.766491000","1","0.053586000"
"0.766491000","1","0.053586000"
"0.766491000","1","0.053586000"
"0.766663000","1","0.053685000"
"0.766664000","1","0.053667000"
"0.766664000","1","0.053667000"
"0.766664000","1","0.053502000"
"0.814654000","1","0.051587000"
"0.814655000","1","0.051558000"
"0.814655000","1","0.051558000"
"0.814655000","1","0.051558000"
"0.814655000","1","0.051528000"
"0.814655000","1","0.051528000"
"0.814655000","1","0.051483000"
"0.814655000","1","0.051483000"
"0.814958000","1","0.051742000"
"0.814958000","1","0.051654000"
"0.814958000","1","0.051654000"
"0.814958000","1","0.051628000"
"0.814959000","1","0.051483000"
"0.815951000","1","0.052446000"
"0.815951000","1","0.051957000"
"0.816853000","1","0.052859000"
"0.816854000","1","0.052860000"
"0.816854000","1","0.052860000"
"0.816854000","1","0.052860000"
"0.816854000","1","0.052783000"
"0.816854000","1","0.052611000"
"0.816855000","1","0.052436000"
"0.816855000","1","0.052436000"
"0.817105000","1","0.052642000"
"0.817106000","1","0.052627000"
"0.817237000","1","0.052698000"
"0.817237000","1","0.052698000"
"0.817763000","1","0.053132000"
"0.817763000","1","0.053132000"
"0.817763000","1","0.053132000"
"0.817763000","1","0.052882000"
