frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.051119000","0","0.051119000"
"0.051243000","1","0.000124000"
"0.102627000","1","0.051236000"
"0.102683000","38","0.000055000"
"0.195662000","2","0.092777000"
"0.246908000","2","0.051197000"
"0.290251000","141","0.043342000"
"0.298572000","0","0.051459000"
"0.298642000","1","0.000070000"
"0.349563000","1","0.050850000"
"0.349867000","141","0.000009000"
"0.400326000","141","0.000014000"
"0.451260000","1","0.050900000"
"0.451260000","1","0.050889000"
"0.451260000","1","0.050884000"
"0.451260000","1","0.050874000"
"0.451261000","1","0.050870000"
"0.502400000","1","0.051076000"
"0.502400000","1","0.051047000"
"0.502400000","1","0.050930000"
"0.502400000","1","0.050891000"
"0.502400000","1","0.050774000"
"0.502400000","1","0.050738000"
"0.502400000","1","0.050652000"
"0.502400000","1","0.050633000"
"0.502495000","1","0.050698000"
"0.502495000","1","0.050685000"
"0.553566000","1","0.051127000"
"0.553567000","1","0.050838000"
"0.605113000","1","0.051476000"
"0.605114000","1","0.051450000"
"0.605114000","1","0.051228000"
"0.605114000","1","0.051209000"
"0.605114000","1","0.051168000"
"0.605114000","1","0.051150000"
"0.605114000","1","0.051105000"
"0.605114000","1","0.051034000"
"0.605269000","1","0.051166000"
"0.605269000","1","0.051021000"
"0.605270000","1","0.050989000"
"0.605270000","1","0.050960000"
"0.605270000","1","0.050944000"
"0.605270000","1","0.050922000"
"0.605270000","1","0.050903000"
"0.605270000","1","0.050845000"
"0.605349000","1","0.050914000"
"0.605349000","1","0.050888000"
"0.605349000","1","0.050875000"
"0.605349000","1","0.050838000"
"0.605349000","1","0.050823000"
"0.605349000","1","0.050802000"
"0.656311000","1","0.051127000"
"0.656311000","1","0.051097000"
"0.656312000","1","0.051016000"
"0.656312000","1","0.051000000"
"0.656312000","1","0.050947000"
"0.656312000","1","0.050930000"
"0.656312000","1","0.050924000"
"0.656571000","1","0.051153000"
"0.656571000","1","0.051138000"
"0.656571000","1","0.050885000"
"0.656571000","1","0.050851000"
"0.656572000","1","0.050692000"
"0.656773000","1","0.050821000"
"0.656773000","1","0.050801000"
"0.656773000","1","0.050795000"
