frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.379567000","0","0.051136000"
"0.379634000","1","0.000067000"
"0.430818000","1","0.051069000"
"0.430874000","38","0.000056000"
"0.525525000","2","0.094472000"
"0.576514000","2","0.050941000"
"0.617438000","141","0.040924000"
"0.628462000","0","0.051702000"
"0.628531000","1","0.000069000"
"0.679349000","1","0.050729000"
"0.679738000","141","0.000011000"
"0.730338000","141","0.000017000"
"0.781271000","1","0.050900000"
"0.781271000","1","0.050887000"
"0.781271000","1","0.050879000"
"0.781271000","1","0.050864000"
"0.781271000","1","0.050857000"
"0.832610000","1","0.051275000"
"0.832611000","1","0.051251000"
"0.832611000","1","0.051174000"
"0.832611000","1","0.051135000"
"0.832611000","1","0.051122000"
"0.832611000","1","0.051049000"
"0.832611000","1","0.051023000"
"0.832612000","1","0.051006000"
"0.832781000","1","0.051153000"
"0.832781000","1","0.051134000"
"0.883976000","1","0.051297000"
"0.883977000","1","0.050992000"
"0.883977000","1","0.050850000"
"0.883977000","1","0.050832000"
"0.884186000","1","0.050834000"
"0.884186000","1","0.050801000"
"0.884186000","1","0.050781000"
"0.884187000","1","0.050762000"
"0.884187000","1","0.050753000"
"0.884336000","1","0.050885000"
"0.885083000","1","0.051623000"
"0.885413000","1","0.051932000"
"0.886015000","1","0.052524000"
"0.886626000","1","0.053120000"
"0.887403000","1","0.053888000"
"0.935298000","1","0.051255000"
"0.935298000","1","0.051211000"
"0.935298000","1","0.051100000"
"0.935298000","1","0.051078000"
"0.935298000","1","0.050985000"
"0.935299000","1","0.050951000"
"0.935299000","1","0.050855000"
"0.935299000","1","0.050830000"
"0.935434000","1","0.050914000"
"0.935434000","1","0.050893000"
"0.935434000","1","0.050854000"
"0.935434000","1","0.050833000"
"0.936142000","1","0.051510000"
"0.936688000","1","0.052042000"
"0.937207000","1","0.052526000"
"0.937962000","1","0.053252000"
"0.938399000","1","0.053671000"
"0.939201000","1","0.054452000"
"0.939586000","1","0.054827000"
"0.940459000","1","0.055678000"
"0.940867000","1","0.056064000"
"0.941451000","1","0.056631000"
"0.942035000","1","0.057183000"
"0.942667000","1","0.057542000"
"0.943209000","1","0.058058000"
"0.943819000","1","0.058388000"
"0.944493000","1","0.059049000"
"0.944969000","1","0.058938000"
"0.945659000","1","0.059614000"
"0.946209000","1","0.059569000"
"0.946811000","1","0.060158000"
"0.947501000","1","0.060070000"
"0.948040000","1","0.060589000"
"0.986134000","1","0.050770000"
"0.986135000","1","0.050743000"
"0.986135000","1","0.050630000"
"0.986135000","1","0.050595000"
"0.986135000","1","0.050459000"
"0.986135000","1","0.050406000"
"0.986135000","1","0.050358000"
"0.986135000","1","0.050306000"
"0.986194000","1","0.050343000"
"0.987154000","1","0.051276000"
"0.988042000","1","0.052148000"
"0.988701000","1","0.052778000"
"0.988981000","1","0.052968000"
"0.989878000","1","0.053850000"
"0.990819000","1","0.054782000"
"0.991745000","1","0.055576000"
"0.992635000","1","0.056445000"
"0.993578000","1","0.057345000"
"0.994526000","1","0.058265000"
"0.995425000","1","0.058685000"
