frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.051434000","0","0.051434000"
"0.051507000","1","0.000073000"
"0.102845000","1","0.051228000"
"0.102902000","38","0.000056000"
"0.195361000","2","0.092276000"
"0.246430000","2","0.051022000"
"0.288297000","141","0.041867000"
"0.297997000","0","0.051364000"
"0.298068000","1","0.000071000"
"0.348793000","1","0.050636000"
"0.349321000","141","0.000008000"
"0.399715000","141","0.000018000"
"0.450526000","1","0.050765000"
"0.450527000","1","0.050750000"
"0.450527000","1","0.050744000"
"0.450527000","1","0.050709000"
"0.450527000","1","0.050697000"
"0.502288000","1","0.051697000"
"0.502288000","1","0.051667000"
"0.502288000","1","0.051562000"
"0.502288000","1","0.051522000"
"0.502288000","1","0.051459000"
"0.502289000","1","0.051440000"
"0.502289000","1","0.051309000"
"0.502289000","1","0.051290000"
"0.502459000","1","0.051401000"
"0.502459000","1","0.051393000"
"0.553830000","1","0.051466000"
"0.553831000","1","0.051437000"
"0.553831000","1","0.051324000"
"0.553831000","1","0.051272000"
"0.553831000","1","0.051254000"
"0.553831000","1","0.051186000"
"0.553831000","1","0.051153000"
"0.553831000","1","0.051100000"
"0.554092000","1","0.051302000"
"0.554093000","1","0.051110000"
"0.554093000","1","0.051083000"
"0.554236000","1","0.051202000"
"0.554852000","1","0.051808000"
"0.605590000","1","0.051688000"
"0.605591000","1","0.051646000"
"0.605591000","1","0.051480000"
"0.605591000","1","0.051431000"
"0.605591000","1","0.051345000"
"0.605591000","1","0.051330000"
"0.605591000","1","0.051269000"
"0.605591000","1","0.051257000"
"0.605722000","1","0.051323000"
"0.605723000","1","0.051287000"
"0.605723000","1","0.051226000"
"0.605841000","1","0.051329000"
"0.606329000","1","0.051651000"
"0.606855000","1","0.052153000"
"0.607457000","1","0.052727000"
"0.608104000","1","0.053339000"
"0.608601000","1","0.053792000"
"0.609327000","1","0.054501000"
"0.609801000","1","0.054952000"
"0.610488000","1","0.055628000"
"0.610938000","1","0.056046000"
"0.611762000","1","0.056841000"
"0.612236000","1","0.057304000"
"0.612835000","1","0.057869000"
"0.613515000","1","0.058528000"
"0.613989000","1","0.058962000"
"0.614717000","1","0.059670000"
"0.615295000","1","0.060219000"
