frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.507451000","0","0.051038000"
"0.507543000","1","0.000092000"
"0.558834000","1","0.051180000"
"0.558890000","38","0.000056000"
"0.651938000","2","0.092869000"
"0.703297000","2","0.051311000"
"0.744910000","141","0.041613000"
"0.754819000","0","0.051282000"
"0.754888000","1","0.000069000"
"0.805556000","1","0.050582000"
"0.806152000","141","0.000009000"
"0.856615000","141","0.000016000"
"0.907828000","1","0.051176000"
"0.907828000","1","0.051164000"
"0.907829000","1","0.051159000"
"0.907829000","1","0.051130000"
"0.907829000","1","0.051115000"
"0.959478000","1","0.051585000"
"0.959478000","1","0.051562000"
"0.959478000","1","0.051425000"
"0.959478000","1","0.051411000"
"0.959478000","1","0.051291000"
"0.959479000","1","0.051265000"
"0.959479000","1","0.051236000"
"0.959479000","1","0.051207000"
"0.959660000","1","0.051364000"
"0.959660000","1","0.051353000"
"1.010624000","1","0.051078000"
"1.010741000","1","0.050934000"
"1.011266000","1","0.051399000"
"1.011752000","1","0.051867000"
"1.012213000","1","0.052284000"
"1.013049000","1","0.053104000"
"1.013505000","1","0.053535000"
"1.014243000","1","0.054258000"
"1.061641000","1","0.050941000"
"1.061642000","1","0.050911000"
"1.061642000","1","0.050806000"
"1.061642000","1","0.050778000"
"1.061858000","1","0.050696000"
"1.061858000","1","0.050659000"
"1.061858000","1","0.050477000"
"1.061858000","1","0.050446000"
"1.061858000","1","0.050372000"
"1.062037000","1","0.050523000"
"1.062037000","1","0.050505000"
"1.062249000","1","0.050692000"
"1.062510000","1","0.050928000"
"1.063247000","1","0.051577000"
"1.063727000","1","0.052038000"
"1.064454000","1","0.052655000"
"1.064921000","1","0.053095000"
"1.065701000","1","0.053783000"
"1.066210000","1","0.054262000"
"1.066851000","1","0.054880000"
"1.067477000","1","0.055492000"
"1.067982000","1","0.055977000"
"1.068697000","1","0.056456000"
"1.069315000","1","0.057053000"
"1.069851000","1","0.057504000"
"1.070500000","1","0.057420000"
"1.071013000","1","0.057914000"
"1.071740000","1","0.058497000"
"1.072341000","1","0.058821000"
"1.072833000","1","0.059298000"
"1.073534000","1","0.059937000"
"1.074073000","1","0.059811000"
"1.074733000","1","0.060455000"
"1.075386000","1","0.061008000"
"1.112441000","1","0.050715000"
"1.112442000","1","0.050674000"
"1.112442000","1","0.050637000"
"1.112442000","1","0.050524000"
"1.112442000","1","0.050473000"
"1.112442000","1","0.050374000"
"1.112442000","1","0.050349000"
"1.112642000","1","0.050420000"
"1.113586000","1","0.051325000"
"1.114637000","1","0.052318000"
"1.114705000","1","0.052318000"
"1.116000000","1","0.053607000"
"1.116558000","1","0.054163000"
"1.117703000","1","0.055274000"
"1.118456000","1","0.056019000"
"1.119336000","1","0.056880000"
"1.120207000","1","0.057743000"
"1.121256000","1","0.058783000"
"1.121382000","1","0.058892000"
"1.122455000","1","0.059938000"
"1.123253000","1","0.059998000"
"1.124236000","1","0.060500000"
"1.125011000","1","0.061269000"
"1.125963000","1","0.061503000"
"1.127269000","1","0.062341000"
"1.128063000","1","0.062356000"
"1.129401000","1","0.063185000"
"1.130628000","1","0.063770000"
"1.131785000","1","0.064302000"
"1.132919000","1","0.064930000"
"1.134108000","1","0.065405000"
"1.134867000","1","0.066159000"
"1.135967000","1","0.066646000"
"1.137170000","1","0.067313000"
"1.138443000","1","0.067937000"
"1.139610000","1","0.068586000"
"1.140862000","1","0.069117000"
"1.141415000","1","0.069069000"
"1.142633000","1","0.069793000"
"1.143839000","1","0.070299000"
"1.145022000","1","0.070936000"
"1.146333000","1","0.071592000"
"1.147522000","1","0.072131000"
"1.148073000","1","0.072677000"
"1.163078000","1","0.050600000"
"1.163078000","1","0.050584000"
"1.163078000","1","0.050568000"
"1.163079000","1","0.050560000"
"1.163079000","1","0.050555000"
"1.164637000","1","0.052110000"
"1.166007000","1","0.053474000"
"1.167627000","1","0.055086000"
"1.169022000","1","0.056361000"
"1.169571000","1","0.056905000"
"1.171508000","1","0.057909000"
"1.173303000","1","0.058659000"
"1.175025000","1","0.059016000"
