frame.time_relative,tcp.seq,tcp.analysis.ack_rtt
"0.591681000","0","0.051201000"
"0.591749000","1","0.000068000"
"0.642849000","1","0.051008000"
"0.642950000","38","0.000100000"
"0.735349000","2","0.092203000"
"0.785957000","2","0.050581000"
"0.829314000","141","0.043357000"
"0.837347000","0","0.051182000"
"0.837401000","1","0.000054000"
"0.888065000","1","0.050607000"
"0.888553000","141","0.000011000"
"0.939189000","141","0.000019000"
"0.990321000","1","0.051095000"
"0.990322000","1","0.051081000"
"0.990322000","1","0.051075000"
"0.990322000","1","0.051042000"
"0.990322000","1","0.051028000"
"1.041744000","1","0.051359000"
"1.041745000","1","0.051324000"
"1.041745000","1","0.051167000"
"1.041745000","1","0.051143000"
"1.041745000","1","0.051076000"
"1.041745000","1","0.051048000"
"1.041745000","1","0.051025000"
"1.041745000","1","0.051012000"
"1.041886000","1","0.051126000"
"1.041886000","1","0.051115000"
"1.093080000","1","0.051270000"
"1.093081000","1","0.051247000"
"1.093081000","1","0.051095000"
"1.093081000","1","0.051064000"
"1.093081000","1","0.051023000"
"1.093081000","1","0.051005000"
"1.093081000","1","0.050869000"
"1.093081000","1","0.050815000"
"1.093258000","1","0.050904000"
"1.093321000","1","0.050936000"
"1.094077000","1","0.051454000"
"1.144246000","1","0.051094000"
"1.144246000","1","0.051055000"
"1.144246000","1","0.050897000"
"1.144246000","1","0.050876000"
"1.144246000","1","0.050863000"
"1.144246000","1","0.050775000"
"1.144246000","1","0.050748000"
"1.144246000","1","0.050710000"
"1.144308000","1","0.050756000"
"1.144308000","1","0.050705000"
"1.144308000","1","0.050674000"
"1.144627000","1","0.050973000"
"1.145226000","1","0.051496000"
"1.145976000","1","0.052197000"
"1.146528000","1","0.052722000"
"1.147089000","1","0.053268000"
"1.147673000","1","0.053818000"
"1.148187000","1","0.054318000"
"1.148881000","1","0.054990000"
"1.149429000","1","0.055527000"
"1.150007000","1","0.056045000"
"1.150703000","1","0.056722000"
"1.151184000","1","0.057078000"
"1.151807000","1","0.057671000"
"1.152458000","1","0.058278000"
"1.153022000","1","0.058812000"
"1.153747000","1","0.059499000"
"1.154264000","1","0.060000000"
"1.154950000","1","0.060463000"
"1.155565000","1","0.060987000"
"1.156006000","1","0.061412000"
"1.156785000","1","0.062102000"
"1.157249000","1","0.062551000"
"1.194798000","1","0.050513000"
"1.194798000","1","0.050501000"
"1.194799000","1","0.050404000"
"1.194799000","1","0.050396000"
"1.194799000","1","0.050394000"
"1.194799000","1","0.050351000"
"1.194799000","1","0.050339000"
"1.194799000","1","0.050329000"
"1.195355000","1","0.050881000"
"1.196191000","1","0.051706000"
"1.197093000","1","0.052601000"
"1.198005000","1","0.053499000"
"1.199013000","1","0.054501000"
"1.199860000","1","0.055337000"
"1.200151000","1","0.055604000"
"1.201056000","1","0.056504000"
"1.202054000","1","0.057416000"
"1.202961000","1","0.057712000"
"1.203927000","1","0.058637000"
"1.204748000","1","0.058752000"
"1.205758000","1","0.059224000"
"1.206637000","1","0.059541000"
"1.206774000","1","0.059656000"
"1.207801000","1","0.060119000"
"1.208783000","1","0.061094000"
"1.209660000","1","0.061462000"
"1.210540000","1","0.061654000"
"1.211455000","1","0.062016000"
"1.212239000","1","0.062794000"
"1.213152000","1","0.063138000"
"1.213608000","1","0.063588000"
"1.214499000","1","0.063790000"
"1.215657000","1","0.064468000"
"1.216918000","1","0.065105000"
"1.218097000","1","0.065633000"
"1.219204000","1","0.066176000"
"1.220477000","1","0.066723000"
"1.221760000","1","0.067490000"
"1.222905000","1","0.067948000"
"1.224092000","1","0.068521000"
"1.225305000","1","0.069293000"
"1.226537000","1","0.069746000"
"1.227074000","1","0.069819000"
"1.228014000","1","0.070754000"
"1.245202000","1","0.050367000"
"1.245202000","1","0.050354000"
"1.245202000","1","0.050321000"
"1.245202000","1","0.050313000"
"1.245202000","1","0.050308000"
"1.246891000","1","0.051992000"
"1.248192000","1","0.053285000"
"1.249832000","1","0.054914000"
"1.251297000","1","0.056372000"
"1.252807000","1","0.057440000"
"1.254266000","1","0.058069000"
"1.255892000","1","0.058793000"
"1.257768000","1","0.059757000"
"1.259523000","1","0.060501000"
"1.261266000","1","0.061399000"
